,path,rec_id,label
9632,180983_11.pkl,180983,phylloscopus schwarzi
9633,180983_20.pkl,180983,phylloscopus schwarzi
9634,180983_5.pkl,180983,phylloscopus schwarzi
9635,180983_8.pkl,180983,phylloscopus schwarzi
9636,180983_4.pkl,180983,phylloscopus schwarzi
9637,180983_10.pkl,180983,phylloscopus schwarzi
9638,180983_9.pkl,180983,phylloscopus schwarzi
9639,180983_13.pkl,180983,phylloscopus schwarzi
9640,180983_12.pkl,180983,phylloscopus schwarzi
9641,180983_7.pkl,180983,phylloscopus schwarzi
9642,382448_0.pkl,382448,upupa epops
9643,382448_1.pkl,382448,upupa epops
9650,436370_1.pkl,436370,turdus pallidus
9651,436370_3.pkl,436370,turdus pallidus
9652,436370_2.pkl,436370,turdus pallidus
9653,436370_0.pkl,436370,turdus pallidus
9654,234056_1.pkl,234056,certhia brachydactyla
9655,234056_0.pkl,234056,certhia brachydactyla
9656,281598_0.pkl,281598,carduelis carduelis
9657,281598_3.pkl,281598,carduelis carduelis
9658,281598_1.pkl,281598,carduelis carduelis
9659,281598_2.pkl,281598,carduelis carduelis
9660,45822_0.pkl,45822,rissa tridactyla
9661,45822_2.pkl,45822,rissa tridactyla
9662,45822_3.pkl,45822,rissa tridactyla
9663,45822_4.pkl,45822,rissa tridactyla
9664,45822_6.pkl,45822,rissa tridactyla
9665,45822_1.pkl,45822,rissa tridactyla
9666,45822_5.pkl,45822,rissa tridactyla
9667,41500_4.pkl,41500,limnodromus scolopaceus
9668,41500_3.pkl,41500,limnodromus scolopaceus
9669,41500_8.pkl,41500,limnodromus scolopaceus
9670,41500_5.pkl,41500,limnodromus scolopaceus
9671,41500_0.pkl,41500,limnodromus scolopaceus
9672,41500_1.pkl,41500,limnodromus scolopaceus
9673,41500_10.pkl,41500,limnodromus scolopaceus
9674,41500_2.pkl,41500,limnodromus scolopaceus
9675,41500_7.pkl,41500,limnodromus scolopaceus
9676,41500_9.pkl,41500,limnodromus scolopaceus
9677,41500_6.pkl,41500,limnodromus scolopaceus
9678,45472_0.pkl,45472,glareola pratincola
9679,45472_2.pkl,45472,glareola pratincola
9680,45472_3.pkl,45472,glareola pratincola
9681,45472_4.pkl,45472,glareola pratincola
9682,45472_6.pkl,45472,glareola pratincola
9683,45472_1.pkl,45472,glareola pratincola
9684,45472_5.pkl,45472,glareola pratincola
9685,45472_7.pkl,45472,glareola pratincola
9686,210283_3.pkl,210283,sylvia hortensis
9687,210283_9.pkl,210283,sylvia hortensis
9688,210283_1.pkl,210283,sylvia hortensis
9689,210283_15.pkl,210283,sylvia hortensis
9690,210283_0.pkl,210283,sylvia hortensis
9691,210283_10.pkl,210283,sylvia hortensis
9692,210283_8.pkl,210283,sylvia hortensis
9693,210283_6.pkl,210283,sylvia hortensis
9694,210283_12.pkl,210283,sylvia hortensis
9695,210283_13.pkl,210283,sylvia hortensis
9696,210283_5.pkl,210283,sylvia hortensis
9697,210283_2.pkl,210283,sylvia hortensis
9698,210283_4.pkl,210283,sylvia hortensis
9699,210283_11.pkl,210283,sylvia hortensis
9700,210283_7.pkl,210283,sylvia hortensis
9701,210283_14.pkl,210283,sylvia hortensis
9702,15660_1.pkl,15660,puffinus puffinus
9703,15660_3.pkl,15660,puffinus puffinus
9704,15660_0.pkl,15660,puffinus puffinus
9705,15660_2.pkl,15660,puffinus puffinus
9706,14730_15.pkl,14730,gavia arctica
9707,14730_16.pkl,14730,gavia arctica
9708,14730_6.pkl,14730,gavia arctica
9709,14730_13.pkl,14730,gavia arctica
9710,14730_8.pkl,14730,gavia arctica
9711,14730_22.pkl,14730,gavia arctica
9712,14730_18.pkl,14730,gavia arctica
9713,14730_11.pkl,14730,gavia arctica
9714,14730_1.pkl,14730,gavia arctica
9715,14730_9.pkl,14730,gavia arctica
9716,14730_10.pkl,14730,gavia arctica
9717,14730_12.pkl,14730,gavia arctica
9718,14730_2.pkl,14730,gavia arctica
9719,14730_5.pkl,14730,gavia arctica
9720,14730_19.pkl,14730,gavia arctica
9721,14730_14.pkl,14730,gavia arctica
9722,14730_20.pkl,14730,gavia arctica
9723,14730_3.pkl,14730,gavia arctica
9724,14730_7.pkl,14730,gavia arctica
9725,14730_21.pkl,14730,gavia arctica
9726,14730_4.pkl,14730,gavia arctica
9727,14730_0.pkl,14730,gavia arctica
9728,14730_17.pkl,14730,gavia arctica
9729,2633_2.pkl,2633,branta bernicla
9730,2633_0.pkl,2633,branta bernicla
9731,2633_4.pkl,2633,branta bernicla
9732,2633_6.pkl,2633,branta bernicla
9733,2633_1.pkl,2633,branta bernicla
9734,2633_5.pkl,2633,branta bernicla
9735,2633_3.pkl,2633,branta bernicla
9736,340039_8.pkl,340039,columba oenas
9737,340039_2.pkl,340039,columba oenas
9738,340039_11.pkl,340039,columba oenas
9739,340039_6.pkl,340039,columba oenas
9740,340039_5.pkl,340039,columba oenas
9741,340039_10.pkl,340039,columba oenas
9742,340039_3.pkl,340039,columba oenas
9743,340039_4.pkl,340039,columba oenas
9744,340039_1.pkl,340039,columba oenas
9745,340039_7.pkl,340039,columba oenas
9746,340039_0.pkl,340039,columba oenas
9747,340039_9.pkl,340039,columba oenas
9748,265472_1.pkl,265472,motacilla citreola
9749,265472_11.pkl,265472,motacilla citreola
9750,265472_4.pkl,265472,motacilla citreola
9751,265472_8.pkl,265472,motacilla citreola
9752,265472_0.pkl,265472,motacilla citreola
9753,265472_10.pkl,265472,motacilla citreola
9754,265472_2.pkl,265472,motacilla citreola
9755,265472_9.pkl,265472,motacilla citreola
9756,265472_3.pkl,265472,motacilla citreola
9757,265472_7.pkl,265472,motacilla citreola
9758,265472_6.pkl,265472,motacilla citreola
9759,265472_5.pkl,265472,motacilla citreola
9760,49935_6.pkl,49935,chlidonias hybrida
9761,49935_0.pkl,49935,chlidonias hybrida
9762,49935_5.pkl,49935,chlidonias hybrida
9763,49935_2.pkl,49935,chlidonias hybrida
9764,49935_4.pkl,49935,chlidonias hybrida
9765,49935_3.pkl,49935,chlidonias hybrida
9766,49935_7.pkl,49935,chlidonias hybrida
9767,49935_1.pkl,49935,chlidonias hybrida
9768,49317_5.pkl,49317,sterna dougallii
9769,49317_7.pkl,49317,sterna dougallii
9770,49317_13.pkl,49317,sterna dougallii
9771,49317_6.pkl,49317,sterna dougallii
9772,49317_11.pkl,49317,sterna dougallii
9773,49317_0.pkl,49317,sterna dougallii
9774,49317_4.pkl,49317,sterna dougallii
9775,49317_12.pkl,49317,sterna dougallii
9776,49317_9.pkl,49317,sterna dougallii
9777,49317_8.pkl,49317,sterna dougallii
9778,49317_10.pkl,49317,sterna dougallii
9779,49317_3.pkl,49317,sterna dougallii
9780,49317_1.pkl,49317,sterna dougallii
9781,49317_2.pkl,49317,sterna dougallii
9782,49317_14.pkl,49317,sterna dougallii
9785,248397_4.pkl,248397,luscinia megarhynchos
9786,248397_2.pkl,248397,luscinia megarhynchos
9787,248397_3.pkl,248397,luscinia megarhynchos
9788,248397_1.pkl,248397,luscinia megarhynchos
9789,248397_0.pkl,248397,luscinia megarhynchos
9790,350230_2.pkl,350230,coccyzus erythropthalmus
9791,350230_1.pkl,350230,coccyzus erythropthalmus
9792,350230_3.pkl,350230,coccyzus erythropthalmus
9793,350230_0.pkl,350230,coccyzus erythropthalmus
9794,247752_2.pkl,247752,luscinia megarhynchos
9795,247752_0.pkl,247752,luscinia megarhynchos
9796,247752_1.pkl,247752,luscinia megarhynchos
9797,247752_3.pkl,247752,luscinia megarhynchos
9798,251658_2.pkl,251658,phoenicurus ochruros
9799,251658_0.pkl,251658,phoenicurus ochruros
9800,251658_1.pkl,251658,phoenicurus ochruros
9801,146399_0.pkl,146399,nucifraga caryocatactes
9802,50187_1.pkl,50187,chlidonias niger
9803,50187_2.pkl,50187,chlidonias niger
9804,50187_0.pkl,50187,chlidonias niger
9805,50187_3.pkl,50187,chlidonias niger
9806,46829_3.pkl,46829,leucophaeus pipixcan
9807,46829_11.pkl,46829,leucophaeus pipixcan
9808,46829_20.pkl,46829,leucophaeus pipixcan
9809,46829_19.pkl,46829,leucophaeus pipixcan
9810,46829_8.pkl,46829,leucophaeus pipixcan
9811,46829_23.pkl,46829,leucophaeus pipixcan
9812,46829_14.pkl,46829,leucophaeus pipixcan
9813,46829_24.pkl,46829,leucophaeus pipixcan
9814,46829_15.pkl,46829,leucophaeus pipixcan
9815,46829_21.pkl,46829,leucophaeus pipixcan
9816,46829_5.pkl,46829,leucophaeus pipixcan
9817,46829_7.pkl,46829,leucophaeus pipixcan
9818,46829_2.pkl,46829,leucophaeus pipixcan
9819,46829_6.pkl,46829,leucophaeus pipixcan
9820,46829_0.pkl,46829,leucophaeus pipixcan
9821,46829_1.pkl,46829,leucophaeus pipixcan
9822,46829_18.pkl,46829,leucophaeus pipixcan
9823,46829_4.pkl,46829,leucophaeus pipixcan
9824,46829_25.pkl,46829,leucophaeus pipixcan
9825,46829_26.pkl,46829,leucophaeus pipixcan
9826,46829_13.pkl,46829,leucophaeus pipixcan
9827,46829_22.pkl,46829,leucophaeus pipixcan
9828,46829_12.pkl,46829,leucophaeus pipixcan
9829,46829_16.pkl,46829,leucophaeus pipixcan
9830,46829_27.pkl,46829,leucophaeus pipixcan
9831,46829_17.pkl,46829,leucophaeus pipixcan
9832,46829_9.pkl,46829,leucophaeus pipixcan
9833,46829_10.pkl,46829,leucophaeus pipixcan
9834,368228_9.pkl,368228,apus affinis
9835,368228_1.pkl,368228,apus affinis
9836,368228_3.pkl,368228,apus affinis
9837,368228_11.pkl,368228,apus affinis
9838,368228_7.pkl,368228,apus affinis
9839,368228_6.pkl,368228,apus affinis
9840,368228_2.pkl,368228,apus affinis
9841,368228_5.pkl,368228,apus affinis
9842,368228_0.pkl,368228,apus affinis
9843,368228_4.pkl,368228,apus affinis
9844,368228_8.pkl,368228,apus affinis
9845,368228_10.pkl,368228,apus affinis
9846,168128_3.pkl,168128,melanocorypha calandra
9847,168128_0.pkl,168128,melanocorypha calandra
9848,168128_2.pkl,168128,melanocorypha calandra
9849,168128_9.pkl,168128,melanocorypha calandra
9850,168128_1.pkl,168128,melanocorypha calandra
9851,168128_7.pkl,168128,melanocorypha calandra
9852,168128_6.pkl,168128,melanocorypha calandra
9853,168128_8.pkl,168128,melanocorypha calandra
9854,168128_10.pkl,168128,melanocorypha calandra
9855,168128_4.pkl,168128,melanocorypha calandra
9856,168128_5.pkl,168128,melanocorypha calandra
9857,41508_0.pkl,41508,limnodromus scolopaceus
9858,41508_2.pkl,41508,limnodromus scolopaceus
9859,41508_5.pkl,41508,limnodromus scolopaceus
9860,41508_6.pkl,41508,limnodromus scolopaceus
9861,41508_4.pkl,41508,limnodromus scolopaceus
9862,41508_1.pkl,41508,limnodromus scolopaceus
9863,41508_3.pkl,41508,limnodromus scolopaceus
9864,291806_0.pkl,291806,emberiza spodocephala
9865,265416_0.pkl,265416,motacilla citreola
9866,289495_15.pkl,289495,emberiza leucocephalos
9867,289495_2.pkl,289495,emberiza leucocephalos
9868,289495_0.pkl,289495,emberiza leucocephalos
9869,289495_3.pkl,289495,emberiza leucocephalos
9870,289495_1.pkl,289495,emberiza leucocephalos
9871,289495_10.pkl,289495,emberiza leucocephalos
9872,289495_7.pkl,289495,emberiza leucocephalos
9873,289495_5.pkl,289495,emberiza leucocephalos
9874,289495_13.pkl,289495,emberiza leucocephalos
9875,289495_8.pkl,289495,emberiza leucocephalos
9876,289495_16.pkl,289495,emberiza leucocephalos
9877,289495_4.pkl,289495,emberiza leucocephalos
9878,289495_12.pkl,289495,emberiza leucocephalos
9879,289495_6.pkl,289495,emberiza leucocephalos
9880,289495_11.pkl,289495,emberiza leucocephalos
9881,289495_14.pkl,289495,emberiza leucocephalos
9882,289495_9.pkl,289495,emberiza leucocephalos
9883,146471_4.pkl,146471,pyrrhocorax pyrrhocorax
9884,146471_0.pkl,146471,pyrrhocorax pyrrhocorax
9885,146471_1.pkl,146471,pyrrhocorax pyrrhocorax
9886,146471_3.pkl,146471,pyrrhocorax pyrrhocorax
9887,146471_2.pkl,146471,pyrrhocorax pyrrhocorax
9888,224403_1.pkl,224403,troglodytes troglodytes
9889,224403_0.pkl,224403,troglodytes troglodytes
9890,363202_17.pkl,363202,asio flammeus
9891,363202_14.pkl,363202,asio flammeus
9892,363202_16.pkl,363202,asio flammeus
9893,363202_12.pkl,363202,asio flammeus
9894,363202_6.pkl,363202,asio flammeus
9895,363202_5.pkl,363202,asio flammeus
9896,363202_7.pkl,363202,asio flammeus
9897,363202_4.pkl,363202,asio flammeus
9898,363202_9.pkl,363202,asio flammeus
9899,363202_10.pkl,363202,asio flammeus
9900,363202_15.pkl,363202,asio flammeus
9901,363202_1.pkl,363202,asio flammeus
9902,363202_0.pkl,363202,asio flammeus
9903,363202_8.pkl,363202,asio flammeus
9904,363202_13.pkl,363202,asio flammeus
9905,363202_2.pkl,363202,asio flammeus
9906,363202_3.pkl,363202,asio flammeus
9907,363202_11.pkl,363202,asio flammeus
9908,278929_1.pkl,278929,loxia pytyopsittacus
9909,278929_2.pkl,278929,loxia pytyopsittacus
9910,278929_4.pkl,278929,loxia pytyopsittacus
9911,278929_0.pkl,278929,loxia pytyopsittacus
9912,278929_3.pkl,278929,loxia pytyopsittacus
9913,278929_5.pkl,278929,loxia pytyopsittacus
9926,41138_31.pkl,41138,calidris minutilla
9927,41138_4.pkl,41138,calidris minutilla
9928,41138_1.pkl,41138,calidris minutilla
9929,41138_2.pkl,41138,calidris minutilla
9930,41138_11.pkl,41138,calidris minutilla
9931,41138_33.pkl,41138,calidris minutilla
9932,41138_13.pkl,41138,calidris minutilla
9933,41138_30.pkl,41138,calidris minutilla
9934,41138_27.pkl,41138,calidris minutilla
9935,41138_8.pkl,41138,calidris minutilla
9936,41138_9.pkl,41138,calidris minutilla
9937,41138_29.pkl,41138,calidris minutilla
9938,41138_20.pkl,41138,calidris minutilla
9939,41138_18.pkl,41138,calidris minutilla
9940,41138_7.pkl,41138,calidris minutilla
9941,41138_23.pkl,41138,calidris minutilla
9942,41138_16.pkl,41138,calidris minutilla
9943,41138_5.pkl,41138,calidris minutilla
9944,41138_21.pkl,41138,calidris minutilla
9945,41138_14.pkl,41138,calidris minutilla
9946,41138_17.pkl,41138,calidris minutilla
9947,41138_24.pkl,41138,calidris minutilla
9948,41138_10.pkl,41138,calidris minutilla
9949,41138_15.pkl,41138,calidris minutilla
9950,41138_32.pkl,41138,calidris minutilla
9951,41138_26.pkl,41138,calidris minutilla
9952,41138_28.pkl,41138,calidris minutilla
9953,41138_6.pkl,41138,calidris minutilla
9954,41138_19.pkl,41138,calidris minutilla
9955,41138_22.pkl,41138,calidris minutilla
9956,41138_0.pkl,41138,calidris minutilla
9957,41138_3.pkl,41138,calidris minutilla
9958,41138_25.pkl,41138,calidris minutilla
9959,41138_12.pkl,41138,calidris minutilla
9975,352756_3.pkl,352756,cuculus canorus
9976,352756_0.pkl,352756,cuculus canorus
9977,352756_1.pkl,352756,cuculus canorus
9978,352756_4.pkl,352756,cuculus canorus
9979,352756_2.pkl,352756,cuculus canorus
9983,339999_2.pkl,339999,columba oenas
9984,339999_0.pkl,339999,columba oenas
9985,339999_1.pkl,339999,columba oenas
9986,247361_1.pkl,247361,luscinia luscinia
9987,247361_3.pkl,247361,luscinia luscinia
9988,247361_2.pkl,247361,luscinia luscinia
9989,247361_0.pkl,247361,luscinia luscinia
9990,270032_0.pkl,270032,fringilla coelebs
9991,270032_1.pkl,270032,fringilla coelebs
9992,30795_0.pkl,30795,porzana porzana
9993,30795_3.pkl,30795,porzana porzana
9994,30795_2.pkl,30795,porzana porzana
9995,30795_4.pkl,30795,porzana porzana
9996,30795_1.pkl,30795,porzana porzana
9997,231319_0.pkl,231319,sitta europaea
9998,181152_0.pkl,181152,phylloscopus fuscatus
9999,181152_1.pkl,181152,phylloscopus fuscatus
10000,267285_0.pkl,267285,anthus pratensis
10001,49646_0.pkl,49646,sterna hirundo
10002,49646_4.pkl,49646,sterna hirundo
10003,49646_1.pkl,49646,sterna hirundo
10004,49646_3.pkl,49646,sterna hirundo
10005,49646_2.pkl,49646,sterna hirundo
10006,42209_1.pkl,42209,gallinago gallinago
10007,42209_0.pkl,42209,gallinago gallinago
10008,29284_1.pkl,29284,rallus aquaticus
10009,29284_2.pkl,29284,rallus aquaticus
10010,29284_0.pkl,29284,rallus aquaticus
10011,4061_0.pkl,4061,cygnus olor
10012,4061_1.pkl,4061,cygnus olor
10013,257709_1.pkl,257709,passer domesticus
10014,257709_2.pkl,257709,passer domesticus
10015,257709_3.pkl,257709,passer domesticus
10016,257709_0.pkl,257709,passer domesticus
10017,250088_0.pkl,250088,ficedula albicollis
10018,250088_2.pkl,250088,ficedula albicollis
10019,250088_3.pkl,250088,ficedula albicollis
10020,250088_6.pkl,250088,ficedula albicollis
10021,250088_4.pkl,250088,ficedula albicollis
10022,250088_5.pkl,250088,ficedula albicollis
10023,250088_1.pkl,250088,ficedula albicollis
10024,2860_2.pkl,2860,branta canadensis
10025,2860_3.pkl,2860,branta canadensis
10026,2860_4.pkl,2860,branta canadensis
10027,2860_0.pkl,2860,branta canadensis
10028,2860_1.pkl,2860,branta canadensis
10029,393641_0.pkl,393641,falco tinnunculus
10030,393641_1.pkl,393641,falco tinnunculus
10031,47332_2.pkl,47332,larus delawarensis
10032,47332_3.pkl,47332,larus delawarensis
10033,47332_0.pkl,47332,larus delawarensis
10034,47332_1.pkl,47332,larus delawarensis
10035,290166_0.pkl,290166,emberiza hortulana
10036,290166_1.pkl,290166,emberiza hortulana
10037,215550_1.pkl,215550,regulus ignicapilla
10038,215550_0.pkl,215550,regulus ignicapilla
10039,215550_2.pkl,215550,regulus ignicapilla
10040,129958_3.pkl,129958,lanius collurio
10041,129958_1.pkl,129958,lanius collurio
10042,129958_0.pkl,129958,lanius collurio
10043,129958_2.pkl,129958,lanius collurio
10044,194010_1.pkl,194010,locustella lanceolata
10045,194010_0.pkl,194010,locustella lanceolata
10046,146607_0.pkl,146607,pyrrhocorax graculus
10047,146607_1.pkl,146607,pyrrhocorax graculus
10048,146607_2.pkl,146607,pyrrhocorax graculus
10049,253075_1.pkl,253075,saxicola rubetra
10050,253075_0.pkl,253075,saxicola rubetra
10051,44165_1.pkl,44165,tringa totanus
10052,44165_2.pkl,44165,tringa totanus
10053,44165_5.pkl,44165,tringa totanus
10054,44165_0.pkl,44165,tringa totanus
10055,44165_3.pkl,44165,tringa totanus
10056,44165_4.pkl,44165,tringa totanus
10057,340141_2.pkl,340141,columba palumbus
10058,340141_3.pkl,340141,columba palumbus
10059,340141_0.pkl,340141,columba palumbus
10060,340141_1.pkl,340141,columba palumbus
10061,292220_2.pkl,292220,emberiza schoeniclus
10062,292220_1.pkl,292220,emberiza schoeniclus
10063,292220_0.pkl,292220,emberiza schoeniclus
10064,231373_1.pkl,231373,sitta europaea
10065,231373_4.pkl,231373,sitta europaea
10066,231373_2.pkl,231373,sitta europaea
10067,231373_3.pkl,231373,sitta europaea
10068,231373_0.pkl,231373,sitta europaea
10069,18104_0.pkl,18104,botaurus stellaris
10070,48534_4.pkl,48534,hydroprogne caspia
10071,48534_3.pkl,48534,hydroprogne caspia
10072,48534_0.pkl,48534,hydroprogne caspia
10073,48534_5.pkl,48534,hydroprogne caspia
10074,48534_2.pkl,48534,hydroprogne caspia
10075,48534_1.pkl,48534,hydroprogne caspia
10076,291592_4.pkl,291592,emberiza melanocephala
10077,291592_0.pkl,291592,emberiza melanocephala
10078,291592_6.pkl,291592,emberiza melanocephala
10079,291592_7.pkl,291592,emberiza melanocephala
10080,291592_10.pkl,291592,emberiza melanocephala
10081,291592_3.pkl,291592,emberiza melanocephala
10082,291592_8.pkl,291592,emberiza melanocephala
10083,291592_1.pkl,291592,emberiza melanocephala
10084,291592_5.pkl,291592,emberiza melanocephala
10085,291592_2.pkl,291592,emberiza melanocephala
10086,291592_9.pkl,291592,emberiza melanocephala
10087,196789_0.pkl,196789,cisticola juncidis
10088,196789_2.pkl,196789,cisticola juncidis
10089,196789_1.pkl,196789,cisticola juncidis
10090,264992_3.pkl,264992,motacilla flava
10091,264992_2.pkl,264992,motacilla flava
10092,264992_0.pkl,264992,motacilla flava
10093,264992_1.pkl,264992,motacilla flava
10094,16082_4.pkl,16082,tachybaptus ruficollis
10095,16082_3.pkl,16082,tachybaptus ruficollis
10096,16082_2.pkl,16082,tachybaptus ruficollis
10097,16082_5.pkl,16082,tachybaptus ruficollis
10098,16082_1.pkl,16082,tachybaptus ruficollis
10099,16082_0.pkl,16082,tachybaptus ruficollis
10100,361345_2.pkl,361345,athene noctua
10101,361345_0.pkl,361345,athene noctua
10102,361345_1.pkl,361345,athene noctua
10103,208810_3.pkl,208810,sylvia borin
10104,208810_1.pkl,208810,sylvia borin
10105,208810_5.pkl,208810,sylvia borin
10106,208810_6.pkl,208810,sylvia borin
10107,208810_2.pkl,208810,sylvia borin
10108,208810_4.pkl,208810,sylvia borin
10109,208810_0.pkl,208810,sylvia borin
10110,368239_9.pkl,368239,apus affinis
10111,368239_2.pkl,368239,apus affinis
10112,368239_0.pkl,368239,apus affinis
10113,368239_1.pkl,368239,apus affinis
10114,368239_4.pkl,368239,apus affinis
10115,368239_3.pkl,368239,apus affinis
10116,368239_11.pkl,368239,apus affinis
10117,368239_6.pkl,368239,apus affinis
10118,368239_10.pkl,368239,apus affinis
10119,368239_7.pkl,368239,apus affinis
10120,368239_8.pkl,368239,apus affinis
10121,368239_5.pkl,368239,apus affinis
10122,21927_7.pkl,21927,circaetus gallicus
10123,21927_6.pkl,21927,circaetus gallicus
10124,21927_5.pkl,21927,circaetus gallicus
10125,21927_1.pkl,21927,circaetus gallicus
10126,21927_3.pkl,21927,circaetus gallicus
10127,21927_0.pkl,21927,circaetus gallicus
10128,21927_4.pkl,21927,circaetus gallicus
10129,21927_2.pkl,21927,circaetus gallicus
10132,29814_6.pkl,29814,crex crex
10133,29814_2.pkl,29814,crex crex
10134,29814_0.pkl,29814,crex crex
10135,29814_4.pkl,29814,crex crex
10136,29814_5.pkl,29814,crex crex
10137,29814_3.pkl,29814,crex crex
10138,29814_1.pkl,29814,crex crex
10139,44275_0.pkl,44275,tringa totanus
10140,44275_1.pkl,44275,tringa totanus
10141,44275_3.pkl,44275,tringa totanus
10142,44275_2.pkl,44275,tringa totanus
10143,146592_5.pkl,146592,pyrrhocorax graculus
10144,146592_11.pkl,146592,pyrrhocorax graculus
10145,146592_0.pkl,146592,pyrrhocorax graculus
10146,146592_10.pkl,146592,pyrrhocorax graculus
10147,146592_7.pkl,146592,pyrrhocorax graculus
10148,146592_3.pkl,146592,pyrrhocorax graculus
10149,146592_12.pkl,146592,pyrrhocorax graculus
10150,146592_8.pkl,146592,pyrrhocorax graculus
10151,146592_4.pkl,146592,pyrrhocorax graculus
10152,146592_9.pkl,146592,pyrrhocorax graculus
10153,146592_2.pkl,146592,pyrrhocorax graculus
10154,146592_6.pkl,146592,pyrrhocorax graculus
10155,146592_13.pkl,146592,pyrrhocorax graculus
10156,146592_14.pkl,146592,pyrrhocorax graculus
10157,146592_1.pkl,146592,pyrrhocorax graculus
10158,146501_1.pkl,146501,pyrrhocorax pyrrhocorax
10159,146501_0.pkl,146501,pyrrhocorax pyrrhocorax
10160,40040_8.pkl,40040,limosa limosa
10161,40040_7.pkl,40040,limosa limosa
10162,40040_6.pkl,40040,limosa limosa
10163,40040_3.pkl,40040,limosa limosa
10164,40040_5.pkl,40040,limosa limosa
10165,40040_1.pkl,40040,limosa limosa
10166,40040_9.pkl,40040,limosa limosa
10167,40040_4.pkl,40040,limosa limosa
10168,40040_2.pkl,40040,limosa limosa
10169,40040_0.pkl,40040,limosa limosa
10170,248063_2.pkl,248063,luscinia megarhynchos
10171,248063_1.pkl,248063,luscinia megarhynchos
10172,248063_3.pkl,248063,luscinia megarhynchos
10173,248063_0.pkl,248063,luscinia megarhynchos
10174,179845_4.pkl,179845,phylloscopus bonelli
10175,179845_2.pkl,179845,phylloscopus bonelli
10176,179845_3.pkl,179845,phylloscopus bonelli
10177,179845_0.pkl,179845,phylloscopus bonelli
10178,179845_5.pkl,179845,phylloscopus bonelli
10179,179845_1.pkl,179845,phylloscopus bonelli
10180,350197_0.pkl,350197,coccyzus erythropthalmus
10181,350197_4.pkl,350197,coccyzus erythropthalmus
10182,350197_3.pkl,350197,coccyzus erythropthalmus
10183,350197_9.pkl,350197,coccyzus erythropthalmus
10184,350197_1.pkl,350197,coccyzus erythropthalmus
10185,350197_8.pkl,350197,coccyzus erythropthalmus
10186,350197_6.pkl,350197,coccyzus erythropthalmus
10187,350197_2.pkl,350197,coccyzus erythropthalmus
10188,350197_5.pkl,350197,coccyzus erythropthalmus
10189,350197_7.pkl,350197,coccyzus erythropthalmus
10190,233215_1.pkl,233215,certhia familiaris
10191,233215_0.pkl,233215,certhia familiaris
10192,48529_4.pkl,48529,hydroprogne caspia
10193,48529_6.pkl,48529,hydroprogne caspia
10194,48529_0.pkl,48529,hydroprogne caspia
10195,48529_5.pkl,48529,hydroprogne caspia
10196,48529_1.pkl,48529,hydroprogne caspia
10197,48529_3.pkl,48529,hydroprogne caspia
10198,48529_2.pkl,48529,hydroprogne caspia
10199,209150_1.pkl,209150,sylvia nisoria
10200,209150_5.pkl,209150,sylvia nisoria
10201,209150_7.pkl,209150,sylvia nisoria
10202,209150_4.pkl,209150,sylvia nisoria
10203,209150_3.pkl,209150,sylvia nisoria
10204,209150_2.pkl,209150,sylvia nisoria
10205,209150_0.pkl,209150,sylvia nisoria
10206,209150_6.pkl,209150,sylvia nisoria
10207,45945_7.pkl,45945,chroicocephalus genei
10208,45945_10.pkl,45945,chroicocephalus genei
10209,45945_6.pkl,45945,chroicocephalus genei
10210,45945_3.pkl,45945,chroicocephalus genei
10211,45945_9.pkl,45945,chroicocephalus genei
10212,45945_8.pkl,45945,chroicocephalus genei
10213,45945_0.pkl,45945,chroicocephalus genei
10214,45945_2.pkl,45945,chroicocephalus genei
10215,45945_1.pkl,45945,chroicocephalus genei
10216,45945_5.pkl,45945,chroicocephalus genei
10217,45945_4.pkl,45945,chroicocephalus genei
10218,237862_0.pkl,237862,sturnus vulgaris
10219,237862_2.pkl,237862,sturnus vulgaris
10220,237862_1.pkl,237862,sturnus vulgaris
10221,146395_0.pkl,146395,nucifraga caryocatactes
10226,191291_3.pkl,191291,acrocephalus scirpaceus
10227,191291_2.pkl,191291,acrocephalus scirpaceus
10228,191291_1.pkl,191291,acrocephalus scirpaceus
10229,191291_0.pkl,191291,acrocephalus scirpaceus
10230,143845_3.pkl,143845,garrulus glandarius
10231,143845_1.pkl,143845,garrulus glandarius
10232,143845_0.pkl,143845,garrulus glandarius
10233,143845_2.pkl,143845,garrulus glandarius
10234,212260_3.pkl,212260,sylvia conspicillata
10235,212260_0.pkl,212260,sylvia conspicillata
10236,212260_1.pkl,212260,sylvia conspicillata
10237,212260_2.pkl,212260,sylvia conspicillata
10238,186357_2.pkl,186357,phylloscopus ibericus
10239,186357_1.pkl,186357,phylloscopus ibericus
10240,186357_0.pkl,186357,phylloscopus ibericus
10241,186357_5.pkl,186357,phylloscopus ibericus
10242,186357_3.pkl,186357,phylloscopus ibericus
10243,186357_4.pkl,186357,phylloscopus ibericus
10244,186357_6.pkl,186357,phylloscopus ibericus
10245,352656_0.pkl,352656,cuculus canorus
10246,352656_1.pkl,352656,cuculus canorus
10247,352656_2.pkl,352656,cuculus canorus
10248,352656_3.pkl,352656,cuculus canorus
10249,352656_4.pkl,352656,cuculus canorus
10250,41299_3.pkl,41299,calidris melanotos
10251,41299_2.pkl,41299,calidris melanotos
10252,41299_1.pkl,41299,calidris melanotos
10253,41299_5.pkl,41299,calidris melanotos
10254,41299_6.pkl,41299,calidris melanotos
