path,rec_id,label
190543_15.pkl,190543,acrocephalus agricola
190543_12.pkl,190543,acrocephalus agricola
190543_1.pkl,190543,acrocephalus agricola
190543_4.pkl,190543,acrocephalus agricola
190543_3.pkl,190543,acrocephalus agricola
27162_1.pkl,27162,tetrax tetrax
27162_0.pkl,27162,tetrax tetrax
43661_0.pkl,43661,tringa ochropus
43661_2.pkl,43661,tringa ochropus
43661_1.pkl,43661,tringa ochropus
181956_1.pkl,181956,phylloscopus trochilus
181956_0.pkl,181956,phylloscopus trochilus
191238_2.pkl,191238,acrocephalus scirpaceus
191238_0.pkl,191238,acrocephalus scirpaceus
191238_1.pkl,191238,acrocephalus scirpaceus
191238_3.pkl,191238,acrocephalus scirpaceus
191238_4.pkl,191238,acrocephalus scirpaceus
160579_0.pkl,160579,parus major
160579_1.pkl,160579,parus major
394337_5.pkl,394337,falco peregrinus
394337_1.pkl,394337,falco peregrinus
394337_7.pkl,394337,falco peregrinus
394337_6.pkl,394337,falco peregrinus
394337_3.pkl,394337,falco peregrinus
394337_2.pkl,394337,falco peregrinus
394337_4.pkl,394337,falco peregrinus
394337_0.pkl,394337,falco peregrinus
5006_0.pkl,5006,tadorna ferruginea
5006_1.pkl,5006,tadorna ferruginea
23981_2.pkl,23981,circus pygargus
23981_4.pkl,23981,circus pygargus
23981_1.pkl,23981,circus pygargus
23981_0.pkl,23981,circus pygargus
23981_3.pkl,23981,circus pygargus
250891_4.pkl,250891,ficedula parva
250891_2.pkl,250891,ficedula parva
250891_0.pkl,250891,ficedula parva
250891_3.pkl,250891,ficedula parva
250891_6.pkl,250891,ficedula parva
250891_5.pkl,250891,ficedula parva
250891_1.pkl,250891,ficedula parva
250891_7.pkl,250891,ficedula parva
260755_0.pkl,260755,montifringilla nivalis
260755_3.pkl,260755,montifringilla nivalis
260755_1.pkl,260755,montifringilla nivalis
260755_2.pkl,260755,montifringilla nivalis
252791_1.pkl,252791,monticola saxatilis
252791_5.pkl,252791,monticola saxatilis
252791_4.pkl,252791,monticola saxatilis
252791_3.pkl,252791,monticola saxatilis
252791_7.pkl,252791,monticola saxatilis
252791_2.pkl,252791,monticola saxatilis
252791_6.pkl,252791,monticola saxatilis
252791_0.pkl,252791,monticola saxatilis
3880_3.pkl,3880,anser albifrons
3880_0.pkl,3880,anser albifrons
3880_2.pkl,3880,anser albifrons
3880_1.pkl,3880,anser albifrons
7067_4.pkl,7067,aythya fuligula
7067_3.pkl,7067,aythya fuligula
7067_1.pkl,7067,aythya fuligula
7067_0.pkl,7067,aythya fuligula
7067_2.pkl,7067,aythya fuligula
164810_5.pkl,164810,panurus biarmicus
164810_6.pkl,164810,panurus biarmicus
164810_1.pkl,164810,panurus biarmicus
164810_0.pkl,164810,panurus biarmicus
164810_2.pkl,164810,panurus biarmicus
164810_3.pkl,164810,panurus biarmicus
164810_4.pkl,164810,panurus biarmicus
47828_2.pkl,47828,larus argentatus
47828_1.pkl,47828,larus argentatus
47828_0.pkl,47828,larus argentatus
16536_4.pkl,16536,podiceps cristatus
16536_7.pkl,16536,podiceps cristatus
16536_2.pkl,16536,podiceps cristatus
16536_0.pkl,16536,podiceps cristatus
16536_3.pkl,16536,podiceps cristatus
16536_5.pkl,16536,podiceps cristatus
16536_1.pkl,16536,podiceps cristatus
16536_6.pkl,16536,podiceps cristatus
189858_4.pkl,189858,acrocephalus paludicola
189858_1.pkl,189858,acrocephalus paludicola
189858_5.pkl,189858,acrocephalus paludicola
189858_0.pkl,189858,acrocephalus paludicola
189858_3.pkl,189858,acrocephalus paludicola
189858_2.pkl,189858,acrocephalus paludicola
436757_1.pkl,436757,turdus pilaris
436757_0.pkl,436757,turdus pilaris
436757_2.pkl,436757,turdus pilaris
136513_0.pkl,136513,oriolus oriolus
136513_1.pkl,136513,oriolus oriolus
350234_10.pkl,350234,coccyzus erythropthalmus
350234_30.pkl,350234,coccyzus erythropthalmus
350234_19.pkl,350234,coccyzus erythropthalmus
350234_0.pkl,350234,coccyzus erythropthalmus
350234_1.pkl,350234,coccyzus erythropthalmus
350234_14.pkl,350234,coccyzus erythropthalmus
350234_28.pkl,350234,coccyzus erythropthalmus
350234_20.pkl,350234,coccyzus erythropthalmus
350234_23.pkl,350234,coccyzus erythropthalmus
350234_36.pkl,350234,coccyzus erythropthalmus
350234_39.pkl,350234,coccyzus erythropthalmus
350234_15.pkl,350234,coccyzus erythropthalmus
350234_5.pkl,350234,coccyzus erythropthalmus
350234_31.pkl,350234,coccyzus erythropthalmus
350234_7.pkl,350234,coccyzus erythropthalmus
350234_6.pkl,350234,coccyzus erythropthalmus
350234_29.pkl,350234,coccyzus erythropthalmus
350234_21.pkl,350234,coccyzus erythropthalmus
350234_18.pkl,350234,coccyzus erythropthalmus
350234_9.pkl,350234,coccyzus erythropthalmus
350234_33.pkl,350234,coccyzus erythropthalmus
350234_38.pkl,350234,coccyzus erythropthalmus
350234_12.pkl,350234,coccyzus erythropthalmus
350234_4.pkl,350234,coccyzus erythropthalmus
350234_22.pkl,350234,coccyzus erythropthalmus
350234_3.pkl,350234,coccyzus erythropthalmus
350234_32.pkl,350234,coccyzus erythropthalmus
350234_27.pkl,350234,coccyzus erythropthalmus
350234_17.pkl,350234,coccyzus erythropthalmus
350234_35.pkl,350234,coccyzus erythropthalmus
350234_8.pkl,350234,coccyzus erythropthalmus
350234_24.pkl,350234,coccyzus erythropthalmus
350234_40.pkl,350234,coccyzus erythropthalmus
350234_34.pkl,350234,coccyzus erythropthalmus
350234_13.pkl,350234,coccyzus erythropthalmus
350234_25.pkl,350234,coccyzus erythropthalmus
350234_41.pkl,350234,coccyzus erythropthalmus
350234_37.pkl,350234,coccyzus erythropthalmus
350234_26.pkl,350234,coccyzus erythropthalmus
350234_11.pkl,350234,coccyzus erythropthalmus
350234_16.pkl,350234,coccyzus erythropthalmus
350234_2.pkl,350234,coccyzus erythropthalmus
14800_2.pkl,14800,gavia immer
14800_6.pkl,14800,gavia immer
14800_0.pkl,14800,gavia immer
14800_7.pkl,14800,gavia immer
14800_4.pkl,14800,gavia immer
14800_5.pkl,14800,gavia immer
14800_3.pkl,14800,gavia immer
14800_1.pkl,14800,gavia immer
134635_2.pkl,134635,vireo olivaceus
134635_0.pkl,134635,vireo olivaceus
134635_1.pkl,134635,vireo olivaceus
134635_3.pkl,134635,vireo olivaceus
442911_3.pkl,442911,turdus migratorius
442911_2.pkl,442911,turdus migratorius
442911_0.pkl,442911,turdus migratorius
442911_1.pkl,442911,turdus migratorius
341739_2.pkl,341739,streptopelia turtur
341739_3.pkl,341739,streptopelia turtur
341739_1.pkl,341739,streptopelia turtur
341739_0.pkl,341739,streptopelia turtur
36080_1.pkl,36080,vanellus vanellus
36080_0.pkl,36080,vanellus vanellus
196675_0.pkl,196675,cisticola juncidis
196675_1.pkl,196675,cisticola juncidis
196675_3.pkl,196675,cisticola juncidis
196675_5.pkl,196675,cisticola juncidis
196675_2.pkl,196675,cisticola juncidis
196675_4.pkl,196675,cisticola juncidis
42982_1.pkl,42982,phalaropus fulicarius
42982_2.pkl,42982,phalaropus fulicarius
42982_0.pkl,42982,phalaropus fulicarius
273278_1.pkl,273278,coccothraustes coccothraustes
273278_2.pkl,273278,coccothraustes coccothraustes
273278_0.pkl,273278,coccothraustes coccothraustes
24402_2.pkl,24402,haliaeetus albicilla
24402_1.pkl,24402,haliaeetus albicilla
24402_6.pkl,24402,haliaeetus albicilla
24402_10.pkl,24402,haliaeetus albicilla
24402_0.pkl,24402,haliaeetus albicilla
24402_12.pkl,24402,haliaeetus albicilla
24402_3.pkl,24402,haliaeetus albicilla
24402_5.pkl,24402,haliaeetus albicilla
24402_4.pkl,24402,haliaeetus albicilla
24402_7.pkl,24402,haliaeetus albicilla
24402_9.pkl,24402,haliaeetus albicilla
24402_13.pkl,24402,haliaeetus albicilla
24402_11.pkl,24402,haliaeetus albicilla
24402_8.pkl,24402,haliaeetus albicilla
251829_1.pkl,251829,phoenicurus ochruros
251829_0.pkl,251829,phoenicurus ochruros
2793_4.pkl,2793,branta canadensis
2793_3.pkl,2793,branta canadensis
2793_1.pkl,2793,branta canadensis
2793_2.pkl,2793,branta canadensis
2793_0.pkl,2793,branta canadensis
4647_6.pkl,4647,alopochen aegyptiaca
4647_9.pkl,4647,alopochen aegyptiaca
4647_4.pkl,4647,alopochen aegyptiaca
4647_7.pkl,4647,alopochen aegyptiaca
4647_0.pkl,4647,alopochen aegyptiaca
4647_3.pkl,4647,alopochen aegyptiaca
4647_1.pkl,4647,alopochen aegyptiaca
4647_8.pkl,4647,alopochen aegyptiaca
4647_2.pkl,4647,alopochen aegyptiaca
4647_5.pkl,4647,alopochen aegyptiaca
192680_4.pkl,192680,iduna rama
192680_2.pkl,192680,iduna rama
192680_1.pkl,192680,iduna rama
192680_0.pkl,192680,iduna rama
192680_3.pkl,192680,iduna rama
17129_8.pkl,17129,ciconia ciconia
17129_6.pkl,17129,ciconia ciconia
17129_7.pkl,17129,ciconia ciconia
17129_4.pkl,17129,ciconia ciconia
17129_3.pkl,17129,ciconia ciconia
17129_5.pkl,17129,ciconia ciconia
17129_11.pkl,17129,ciconia ciconia
17129_14.pkl,17129,ciconia ciconia
17129_12.pkl,17129,ciconia ciconia
17129_2.pkl,17129,ciconia ciconia
17129_10.pkl,17129,ciconia ciconia
17129_1.pkl,17129,ciconia ciconia
17129_13.pkl,17129,ciconia ciconia
17129_9.pkl,17129,ciconia ciconia
17129_0.pkl,17129,ciconia ciconia
290402_0.pkl,290402,emberiza cirlus
290402_1.pkl,290402,emberiza cirlus
191395_4.pkl,191395,acrocephalus scirpaceus
191395_2.pkl,191395,acrocephalus scirpaceus
191395_0.pkl,191395,acrocephalus scirpaceus
191395_3.pkl,191395,acrocephalus scirpaceus
191395_1.pkl,191395,acrocephalus scirpaceus
191395_5.pkl,191395,acrocephalus scirpaceus
165831_2.pkl,165831,lullula arborea
165831_1.pkl,165831,lullula arborea
165831_3.pkl,165831,lullula arborea
165831_0.pkl,165831,lullula arborea
165831_4.pkl,165831,lullula arborea
439712_0.pkl,439712,turdus viscivorus
439712_1.pkl,439712,turdus viscivorus
439712_2.pkl,439712,turdus viscivorus
253685_10.pkl,253685,cinclus cinclus
253685_8.pkl,253685,cinclus cinclus
253685_2.pkl,253685,cinclus cinclus
253685_0.pkl,253685,cinclus cinclus
253685_7.pkl,253685,cinclus cinclus
253685_1.pkl,253685,cinclus cinclus
253685_9.pkl,253685,cinclus cinclus
253685_5.pkl,253685,cinclus cinclus
253685_6.pkl,253685,cinclus cinclus
253685_3.pkl,253685,cinclus cinclus
253685_4.pkl,253685,cinclus cinclus
270612_0.pkl,270612,fringilla coelebs
270612_1.pkl,270612,fringilla coelebs
270612_2.pkl,270612,fringilla coelebs
368141_9.pkl,368141,apus pallidus
368141_3.pkl,368141,apus pallidus
368141_14.pkl,368141,apus pallidus
368141_11.pkl,368141,apus pallidus
368141_5.pkl,368141,apus pallidus
368141_7.pkl,368141,apus pallidus
368141_0.pkl,368141,apus pallidus
368141_4.pkl,368141,apus pallidus
368141_8.pkl,368141,apus pallidus
368141_10.pkl,368141,apus pallidus
368141_1.pkl,368141,apus pallidus
368141_13.pkl,368141,apus pallidus
368141_12.pkl,368141,apus pallidus
368141_2.pkl,368141,apus pallidus
368141_6.pkl,368141,apus pallidus
3844_4.pkl,3844,anser albifrons
3844_6.pkl,3844,anser albifrons
3844_5.pkl,3844,anser albifrons
3844_1.pkl,3844,anser albifrons
3844_2.pkl,3844,anser albifrons
3844_3.pkl,3844,anser albifrons
3844_0.pkl,3844,anser albifrons
233759_0.pkl,233759,certhia brachydactyla
233759_1.pkl,233759,certhia brachydactyla
233759_2.pkl,233759,certhia brachydactyla
165940_0.pkl,165940,lullula arborea
165940_4.pkl,165940,lullula arborea
165940_1.pkl,165940,lullula arborea
165940_2.pkl,165940,lullula arborea
165940_3.pkl,165940,lullula arborea
40188_7.pkl,40188,arenaria interpres
40188_3.pkl,40188,arenaria interpres
40188_0.pkl,40188,arenaria interpres
40188_2.pkl,40188,arenaria interpres
40188_6.pkl,40188,arenaria interpres
40188_1.pkl,40188,arenaria interpres
40188_5.pkl,40188,arenaria interpres
40188_4.pkl,40188,arenaria interpres
378064_0.pkl,378064,coracias garrulus
378064_1.pkl,378064,coracias garrulus
378064_2.pkl,378064,coracias garrulus
44675_2.pkl,44675,tringa glareola
44675_1.pkl,44675,tringa glareola
44675_0.pkl,44675,tringa glareola
148887_0.pkl,148887,corvus cornix
148887_2.pkl,148887,corvus cornix
148887_1.pkl,148887,corvus cornix
4512_3.pkl,4512,cygnus cygnus
4512_8.pkl,4512,cygnus cygnus
4512_7.pkl,4512,cygnus cygnus
4512_1.pkl,4512,cygnus cygnus
4512_5.pkl,4512,cygnus cygnus
4512_2.pkl,4512,cygnus cygnus
4512_4.pkl,4512,cygnus cygnus
4512_0.pkl,4512,cygnus cygnus
4512_6.pkl,4512,cygnus cygnus
48401_3.pkl,48401,gelochelidon nilotica
48401_4.pkl,48401,gelochelidon nilotica
48401_5.pkl,48401,gelochelidon nilotica
48401_6.pkl,48401,gelochelidon nilotica
48401_1.pkl,48401,gelochelidon nilotica
48401_7.pkl,48401,gelochelidon nilotica
48401_0.pkl,48401,gelochelidon nilotica
48401_8.pkl,48401,gelochelidon nilotica
48401_2.pkl,48401,gelochelidon nilotica
41143_11.pkl,41143,calidris minutilla
41143_7.pkl,41143,calidris minutilla
41143_5.pkl,41143,calidris minutilla
41143_6.pkl,41143,calidris minutilla
41143_3.pkl,41143,calidris minutilla
41143_8.pkl,41143,calidris minutilla
41143_0.pkl,41143,calidris minutilla
41143_10.pkl,41143,calidris minutilla
41143_2.pkl,41143,calidris minutilla
41143_4.pkl,41143,calidris minutilla
41143_9.pkl,41143,calidris minutilla
41143_1.pkl,41143,calidris minutilla
41143_12.pkl,41143,calidris minutilla
4691_0.pkl,4691,alopochen aegyptiaca
4691_1.pkl,4691,alopochen aegyptiaca
45015_3.pkl,45015,tringa nebularia
45015_1.pkl,45015,tringa nebularia
45015_0.pkl,45015,tringa nebularia
45015_5.pkl,45015,tringa nebularia
45015_2.pkl,45015,tringa nebularia
45015_4.pkl,45015,tringa nebularia
216481_0.pkl,216481,regulus regulus
12805_2.pkl,12805,coturnix coturnix
12805_6.pkl,12805,coturnix coturnix
12805_3.pkl,12805,coturnix coturnix
12805_4.pkl,12805,coturnix coturnix
12805_5.pkl,12805,coturnix coturnix
12805_0.pkl,12805,coturnix coturnix
12805_1.pkl,12805,coturnix coturnix
247033_2.pkl,247033,luscinia svecica
247033_1.pkl,247033,luscinia svecica
247033_3.pkl,247033,luscinia svecica
247033_0.pkl,247033,luscinia svecica
247033_4.pkl,247033,luscinia svecica
269011_0.pkl,269011,anthus petrosus
269011_1.pkl,269011,anthus petrosus
368263_9.pkl,368263,apus affinis
368263_4.pkl,368263,apus affinis
368263_7.pkl,368263,apus affinis
368263_3.pkl,368263,apus affinis
368263_8.pkl,368263,apus affinis
368263_11.pkl,368263,apus affinis
368263_10.pkl,368263,apus affinis
368263_5.pkl,368263,apus affinis
368263_2.pkl,368263,apus affinis
368263_0.pkl,368263,apus affinis
368263_6.pkl,368263,apus affinis
368263_1.pkl,368263,apus affinis
287587_3.pkl,287587,emberiza calandra
287587_2.pkl,287587,emberiza calandra
287587_1.pkl,287587,emberiza calandra
287587_0.pkl,287587,emberiza calandra
239791_1.pkl,239791,cercotrichas galactotes
239791_4.pkl,239791,cercotrichas galactotes
239791_6.pkl,239791,cercotrichas galactotes
239791_5.pkl,239791,cercotrichas galactotes
239791_2.pkl,239791,cercotrichas galactotes
239791_0.pkl,239791,cercotrichas galactotes
239791_3.pkl,239791,cercotrichas galactotes
37447_1.pkl,37447,charadrius hiaticula
37447_0.pkl,37447,charadrius hiaticula
39767_1.pkl,39767,numenius arquata
39767_0.pkl,39767,numenius arquata
39767_3.pkl,39767,numenius arquata
39767_2.pkl,39767,numenius arquata
26676_1.pkl,26676,buteo buteo
26676_0.pkl,26676,buteo buteo
26676_3.pkl,26676,buteo buteo
26676_2.pkl,26676,buteo buteo
41388_0.pkl,41388,calidris pusilla
41388_3.pkl,41388,calidris pusilla
41388_2.pkl,41388,calidris pusilla
41388_1.pkl,41388,calidris pusilla
42094_2.pkl,42094,gallinago media
42094_1.pkl,42094,gallinago media
42094_4.pkl,42094,gallinago media
42094_5.pkl,42094,gallinago media
42094_3.pkl,42094,gallinago media
42094_0.pkl,42094,gallinago media
382276_3.pkl,382276,upupa epops
382276_4.pkl,382276,upupa epops
382276_0.pkl,382276,upupa epops
382276_7.pkl,382276,upupa epops
382276_1.pkl,382276,upupa epops
382276_2.pkl,382276,upupa epops
382276_5.pkl,382276,upupa epops
382276_6.pkl,382276,upupa epops
2985_7.pkl,2985,branta leucopsis
2985_6.pkl,2985,branta leucopsis
2985_5.pkl,2985,branta leucopsis
2985_4.pkl,2985,branta leucopsis
2985_9.pkl,2985,branta leucopsis
2985_0.pkl,2985,branta leucopsis
2985_1.pkl,2985,branta leucopsis
2985_3.pkl,2985,branta leucopsis
2985_8.pkl,2985,branta leucopsis
2985_2.pkl,2985,branta leucopsis
181137_1.pkl,181137,phylloscopus fuscatus
181137_7.pkl,181137,phylloscopus fuscatus
181137_2.pkl,181137,phylloscopus fuscatus
181137_4.pkl,181137,phylloscopus fuscatus
181137_6.pkl,181137,phylloscopus fuscatus
181137_8.pkl,181137,phylloscopus fuscatus
181137_3.pkl,181137,phylloscopus fuscatus
181137_0.pkl,181137,phylloscopus fuscatus
181137_5.pkl,181137,phylloscopus fuscatus
44648_0.pkl,44648,tringa glareola
44648_3.pkl,44648,tringa glareola
44648_2.pkl,44648,tringa glareola
44648_1.pkl,44648,tringa glareola
12636_4.pkl,12636,perdix perdix
12636_0.pkl,12636,perdix perdix
12636_2.pkl,12636,perdix perdix
12636_1.pkl,12636,perdix perdix
12636_3.pkl,12636,perdix perdix
172438_1.pkl,172438,riparia riparia
172438_2.pkl,172438,riparia riparia
172438_0.pkl,172438,riparia riparia
212921_0.pkl,212921,sylvia melanocephala
47360_8.pkl,47360,larus delawarensis
47360_13.pkl,47360,larus delawarensis
47360_15.pkl,47360,larus delawarensis
47360_6.pkl,47360,larus delawarensis
47360_2.pkl,47360,larus delawarensis
47360_4.pkl,47360,larus delawarensis
47360_12.pkl,47360,larus delawarensis
47360_10.pkl,47360,larus delawarensis
47360_5.pkl,47360,larus delawarensis
47360_1.pkl,47360,larus delawarensis
47360_11.pkl,47360,larus delawarensis
47360_0.pkl,47360,larus delawarensis
47360_14.pkl,47360,larus delawarensis
47360_9.pkl,47360,larus delawarensis
47360_7.pkl,47360,larus delawarensis
47360_3.pkl,47360,larus delawarensis
24109_4.pkl,24109,milvus migrans
24109_3.pkl,24109,milvus migrans
24109_2.pkl,24109,milvus migrans
24109_1.pkl,24109,milvus migrans
24109_5.pkl,24109,milvus migrans
24109_0.pkl,24109,milvus migrans
129867_2.pkl,129867,lanius cristatus
129867_1.pkl,129867,lanius cristatus
129867_0.pkl,129867,lanius cristatus
129867_3.pkl,129867,lanius cristatus
129867_4.pkl,129867,lanius cristatus
166502_1.pkl,166502,alauda arvensis
166502_3.pkl,166502,alauda arvensis
166502_2.pkl,166502,alauda arvensis
166502_0.pkl,166502,alauda arvensis
46945_3.pkl,46945,ichthyaetus melanocephalus
46945_2.pkl,46945,ichthyaetus melanocephalus
46945_1.pkl,46945,ichthyaetus melanocephalus
46945_0.pkl,46945,ichthyaetus melanocephalus
16584_5.pkl,16584,podiceps auritus
16584_2.pkl,16584,podiceps auritus
16584_11.pkl,16584,podiceps auritus
16584_19.pkl,16584,podiceps auritus
16584_6.pkl,16584,podiceps auritus
16584_1.pkl,16584,podiceps auritus
16584_16.pkl,16584,podiceps auritus
16584_17.pkl,16584,podiceps auritus
16584_18.pkl,16584,podiceps auritus
16584_10.pkl,16584,podiceps auritus
16584_20.pkl,16584,podiceps auritus
16584_14.pkl,16584,podiceps auritus
16584_0.pkl,16584,podiceps auritus
16584_8.pkl,16584,podiceps auritus
16584_9.pkl,16584,podiceps auritus
16584_3.pkl,16584,podiceps auritus
16584_21.pkl,16584,podiceps auritus
16584_15.pkl,16584,podiceps auritus
16584_4.pkl,16584,podiceps auritus
16584_13.pkl,16584,podiceps auritus
16584_12.pkl,16584,podiceps auritus
16584_7.pkl,16584,podiceps auritus
265481_3.pkl,265481,motacilla citreola
265481_1.pkl,265481,motacilla citreola
265481_2.pkl,265481,motacilla citreola
265481_0.pkl,265481,motacilla citreola
43829_2.pkl,43829,tringa flavipes
43829_0.pkl,43829,tringa flavipes
43829_1.pkl,43829,tringa flavipes
50368_7.pkl,50368,stercorarius parasiticus
50368_4.pkl,50368,stercorarius parasiticus
50368_5.pkl,50368,stercorarius parasiticus
50368_6.pkl,50368,stercorarius parasiticus
50368_0.pkl,50368,stercorarius parasiticus
50368_3.pkl,50368,stercorarius parasiticus
50368_2.pkl,50368,stercorarius parasiticus
50368_1.pkl,50368,stercorarius parasiticus
189249_4.pkl,189249,acrocephalus arundinaceus
189249_0.pkl,189249,acrocephalus arundinaceus
189249_1.pkl,189249,acrocephalus arundinaceus
189249_3.pkl,189249,acrocephalus arundinaceus
189249_2.pkl,189249,acrocephalus arundinaceus
189249_5.pkl,189249,acrocephalus arundinaceus
260774_2.pkl,260774,montifringilla nivalis
260774_0.pkl,260774,montifringilla nivalis
260774_3.pkl,260774,montifringilla nivalis
260774_1.pkl,260774,montifringilla nivalis
41291_14.pkl,41291,calidris melanotos
41291_2.pkl,41291,calidris melanotos
41291_1.pkl,41291,calidris melanotos
41291_15.pkl,41291,calidris melanotos
41291_18.pkl,41291,calidris melanotos
41291_13.pkl,41291,calidris melanotos
41291_3.pkl,41291,calidris melanotos
41291_9.pkl,41291,calidris melanotos
41291_10.pkl,41291,calidris melanotos
41291_19.pkl,41291,calidris melanotos
41291_16.pkl,41291,calidris melanotos
41291_5.pkl,41291,calidris melanotos
41291_17.pkl,41291,calidris melanotos
41291_4.pkl,41291,calidris melanotos
41291_12.pkl,41291,calidris melanotos
41291_6.pkl,41291,calidris melanotos
41291_0.pkl,41291,calidris melanotos
41291_7.pkl,41291,calidris melanotos
41291_20.pkl,41291,calidris melanotos
41291_8.pkl,41291,calidris melanotos
41291_11.pkl,41291,calidris melanotos
7212_1.pkl,7212,somateria mollissima
7212_8.pkl,7212,somateria mollissima
7212_6.pkl,7212,somateria mollissima
7212_2.pkl,7212,somateria mollissima
7212_0.pkl,7212,somateria mollissima
7212_7.pkl,7212,somateria mollissima
7212_4.pkl,7212,somateria mollissima
7212_3.pkl,7212,somateria mollissima
7212_9.pkl,7212,somateria mollissima
7212_10.pkl,7212,somateria mollissima
7212_5.pkl,7212,somateria mollissima
263774_0.pkl,263774,prunella modularis
263774_1.pkl,263774,prunella modularis
3866_2.pkl,3866,anser albifrons
3866_0.pkl,3866,anser albifrons
3866_3.pkl,3866,anser albifrons
3866_5.pkl,3866,anser albifrons
3866_6.pkl,3866,anser albifrons
3866_1.pkl,3866,anser albifrons
3866_4.pkl,3866,anser albifrons
180984_0.pkl,180984,phylloscopus schwarzi
180984_3.pkl,180984,phylloscopus schwarzi
180984_2.pkl,180984,phylloscopus schwarzi
180984_5.pkl,180984,phylloscopus schwarzi
180984_1.pkl,180984,phylloscopus schwarzi
180984_4.pkl,180984,phylloscopus schwarzi
35723_1.pkl,35723,recurvirostra avosetta
35723_4.pkl,35723,recurvirostra avosetta
35723_3.pkl,35723,recurvirostra avosetta
35723_0.pkl,35723,recurvirostra avosetta
35723_2.pkl,35723,recurvirostra avosetta
46915_2.pkl,46915,ichthyaetus melanocephalus
46915_3.pkl,46915,ichthyaetus melanocephalus
46915_11.pkl,46915,ichthyaetus melanocephalus
46915_6.pkl,46915,ichthyaetus melanocephalus
46915_1.pkl,46915,ichthyaetus melanocephalus
46915_7.pkl,46915,ichthyaetus melanocephalus
46915_8.pkl,46915,ichthyaetus melanocephalus
46915_10.pkl,46915,ichthyaetus melanocephalus
46915_12.pkl,46915,ichthyaetus melanocephalus
46915_0.pkl,46915,ichthyaetus melanocephalus
46915_4.pkl,46915,ichthyaetus melanocephalus
46915_5.pkl,46915,ichthyaetus melanocephalus
46915_9.pkl,46915,ichthyaetus melanocephalus
367885_2.pkl,367885,apus apus
367885_0.pkl,367885,apus apus
367885_4.pkl,367885,apus apus
367885_3.pkl,367885,apus apus
367885_1.pkl,367885,apus apus
249698_1.pkl,249698,ficedula hypoleuca
249698_3.pkl,249698,ficedula hypoleuca
249698_2.pkl,249698,ficedula hypoleuca
249698_0.pkl,249698,ficedula hypoleuca
29609_1.pkl,29609,crex crex
29609_2.pkl,29609,crex crex
29609_0.pkl,29609,crex crex
29609_4.pkl,29609,crex crex
29609_3.pkl,29609,crex crex
39065_11.pkl,39065,bartramia longicauda
39065_7.pkl,39065,bartramia longicauda
39065_26.pkl,39065,bartramia longicauda
39065_31.pkl,39065,bartramia longicauda
39065_10.pkl,39065,bartramia longicauda
39065_24.pkl,39065,bartramia longicauda
39065_25.pkl,39065,bartramia longicauda
39065_29.pkl,39065,bartramia longicauda
39065_15.pkl,39065,bartramia longicauda
39065_0.pkl,39065,bartramia longicauda
39065_4.pkl,39065,bartramia longicauda
39065_8.pkl,39065,bartramia longicauda
39065_14.pkl,39065,bartramia longicauda
39065_18.pkl,39065,bartramia longicauda
39065_12.pkl,39065,bartramia longicauda
39065_9.pkl,39065,bartramia longicauda
39065_20.pkl,39065,bartramia longicauda
39065_30.pkl,39065,bartramia longicauda
39065_32.pkl,39065,bartramia longicauda
39065_1.pkl,39065,bartramia longicauda
39065_16.pkl,39065,bartramia longicauda
39065_21.pkl,39065,bartramia longicauda
39065_23.pkl,39065,bartramia longicauda
39065_27.pkl,39065,bartramia longicauda
39065_17.pkl,39065,bartramia longicauda
39065_13.pkl,39065,bartramia longicauda
39065_6.pkl,39065,bartramia longicauda
39065_22.pkl,39065,bartramia longicauda
39065_5.pkl,39065,bartramia longicauda
39065_2.pkl,39065,bartramia longicauda
39065_3.pkl,39065,bartramia longicauda
39065_28.pkl,39065,bartramia longicauda
39065_19.pkl,39065,bartramia longicauda
46853_13.pkl,46853,leucophaeus pipixcan
46853_8.pkl,46853,leucophaeus pipixcan
46853_6.pkl,46853,leucophaeus pipixcan
46853_4.pkl,46853,leucophaeus pipixcan
46853_9.pkl,46853,leucophaeus pipixcan
46853_5.pkl,46853,leucophaeus pipixcan
46853_3.pkl,46853,leucophaeus pipixcan
46853_10.pkl,46853,leucophaeus pipixcan
46853_0.pkl,46853,leucophaeus pipixcan
46853_12.pkl,46853,leucophaeus pipixcan
46853_1.pkl,46853,leucophaeus pipixcan
46853_2.pkl,46853,leucophaeus pipixcan
46853_14.pkl,46853,leucophaeus pipixcan
46853_11.pkl,46853,leucophaeus pipixcan
46853_7.pkl,46853,leucophaeus pipixcan
50549_10.pkl,50549,alca torda
50549_1.pkl,50549,alca torda
50549_16.pkl,50549,alca torda
50549_9.pkl,50549,alca torda
50549_8.pkl,50549,alca torda
50549_7.pkl,50549,alca torda
50549_0.pkl,50549,alca torda
50549_2.pkl,50549,alca torda
50549_13.pkl,50549,alca torda
50549_6.pkl,50549,alca torda
50549_14.pkl,50549,alca torda
50549_3.pkl,50549,alca torda
50549_4.pkl,50549,alca torda
50549_12.pkl,50549,alca torda
50549_11.pkl,50549,alca torda
50549_5.pkl,50549,alca torda
50549_15.pkl,50549,alca torda
50464_0.pkl,50464,uria aalge
50464_1.pkl,50464,uria aalge
50464_2.pkl,50464,uria aalge
253390_2.pkl,253390,saxicola rubicola
253390_0.pkl,253390,saxicola rubicola
253390_1.pkl,253390,saxicola rubicola
32898_2.pkl,32898,fulica atra
