id1,species,english,img_source,img_link,wiki_link
79,saxicola_rubetra,Whinchat,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Saxicola_rubetra_-Belgium_-male-8.jpg/220px-Saxicola_rubetra_-Belgium_-male-8.jpg,https://en.wikipedia.org/wiki/File:Saxicola_rubetra_-Belgium_-male-8.jpg,https://en.wikipedia.org/wiki/Whinchat
80,serinus_serinus,European Serin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Girlitz_Serinus_serinus.jpg/220px-Girlitz_Serinus_serinus.jpg,https://en.wikipedia.org/wiki/File:Girlitz_Serinus_serinus.jpg,https://en.wikipedia.org/wiki/European_serin
81,sitta_europaea,Eurasian Nuthatch,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Sitta_europaea_-Kent%2C_England-8.jpg/260px-Sitta_europaea_-Kent%2C_England-8.jpg,"https://en.wikipedia.org/wiki/File:Sitta_europaea_-Kent,_England-8.jpg",https://en.wikipedia.org/wiki/Eurasian_nuthatch
82,streptopelia_decaocto,Eurasian Collared Dove,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Eurasian_collared-dove_%28Streptopelia_decaocto%29.jpg/220px-Eurasian_collared-dove_%28Streptopelia_decaocto%29.jpg,https://en.wikipedia.org/wiki/File:Eurasian_collared-dove_(Streptopelia_decaocto).jpg,https://en.wikipedia.org/wiki/Eurasian_collared_dove
83,strix_aluco,Tawny Owl,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Waldkauz-Strix_aluco.jpg/220px-Waldkauz-Strix_aluco.jpg,https://en.wikipedia.org/wiki/File:Waldkauz-Strix_aluco.jpg,https://en.wikipedia.org/wiki/Tawny_owl
84,sturnus_vulgaris,Common Starling,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Toulouse_-_Sturnus_vulgaris_-_2012-02-26_-_3.jpg/220px-Toulouse_-_Sturnus_vulgaris_-_2012-02-26_-_3.jpg,https://en.wikipedia.org/wiki/File:Toulouse_-_Sturnus_vulgaris_-_2012-02-26_-_3.jpg,https://en.wikipedia.org/wiki/Common_starling
85,sylvia_atricapilla,Eurasian Blackcap,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Sylvia_atricapilla_-Lullington_Heath%2C_East_Sussex%2C_England_-male-8.jpg/220px-Sylvia_atricapilla_-Lullington_Heath%2C_East_Sussex%2C_England_-male-8.jpg,"https://en.wikipedia.org/wiki/File:Sylvia_atricapilla_-Lullington_Heath,_East_Sussex,_England_-male-8.jpg",https://en.wikipedia.org/wiki/Eurasian_blackcap
86,sylvia_borin,Garden Warbler,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Sylvia_borin_%28%C3%96rebro_County%29.jpg/260px-Sylvia_borin_%28%C3%96rebro_County%29.jpg,https://en.wikipedia.org/wiki/File:Sylvia_borin_(%C3%96rebro_County).jpg,https://en.wikipedia.org/wiki/Garden_warbler
87,sylvia_communis,Common Whitethroat,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Common_Whitethroat.jpg/220px-Common_Whitethroat.jpg,https://en.wikipedia.org/wiki/File:Common_Whitethroat.jpg,https://en.wikipedia.org/wiki/Common_whitethroat
88,sylvia_curruca,Lesser Whitethroat,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Sylvia_curruca_1_%28Martin_Mecnarowski%29.jpg/220px-Sylvia_curruca_1_%28Martin_Mecnarowski%29.jpg,https://en.wikipedia.org/wiki/File:Sylvia_curruca_1_(Martin_Mecnarowski).jpg,https://en.wikipedia.org/wiki/Lesser_whitethroat
89,sylvia_melanocephala,Sardinian Warbler,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Sardinian_Warbler.jpg/220px-Sardinian_Warbler.jpg,https://en.wikipedia.org/wiki/File:Sardinian_Warbler.jpg,https://en.wikipedia.org/wiki/Sardinian_warbler
90,tringa_totanus,Common Redshank,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Common_Redshank_Tringa_totanus.jpg/220px-Common_Redshank_Tringa_totanus.jpg,https://en.wikipedia.org/wiki/File:Common_Redshank_Tringa_totanus.jpg,https://en.wikipedia.org/wiki/Common_redshank
91,troglodytes_troglodytes,Eurasian Wren,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Eurasian_Wren_Pangolakha_Wildlife_Sanctuary_East_Sikkim_India_20.10.2015.jpg/220px-Eurasian_Wren_Pangolakha_Wildlife_Sanctuary_East_Sikkim_India_20.10.2015.jpg,https://en.wikipedia.org/wiki/File:Eurasian_Wren_Pangolakha_Wildlife_Sanctuary_East_Sikkim_India_20.10.2015.jpg,https://en.wikipedia.org/wiki/Eurasian_wren
92,turdus_iliacus,Redwing,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Redwing_Turdus_iliacus.jpg/220px-Redwing_Turdus_iliacus.jpg,https://en.wikipedia.org/wiki/File:Redwing_Turdus_iliacus.jpg,https://en.wikipedia.org/wiki/Redwing
93,turdus_merula,Common Blackbird,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Common_Blackbird.jpg/260px-Common_Blackbird.jpg,https://en.wikipedia.org/wiki/File:Common_Blackbird.jpg,https://en.wikipedia.org/wiki/Common_blackbird
94,turdus_migratorius,American Robin,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Turdus-migratorius-002.jpg/220px-Turdus-migratorius-002.jpg,https://en.wikipedia.org/wiki/File:Turdus-migratorius-002.jpg,https://en.wikipedia.org/wiki/American_robin
95,turdus_philomelos,Song Thrush,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Song_Thrush_%28Turdus_philomelos%29_singing_in_tree.jpg/240px-Song_Thrush_%28Turdus_philomelos%29_singing_in_tree.jpg,https://en.wikipedia.org/wiki/File:Song_Thrush_(Turdus_philomelos)_singing_in_tree.jpg,https://en.wikipedia.org/wiki/Song_thrush
96,turdus_pilaris,Fieldfare,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Turdus_pilaris2.jpg/220px-Turdus_pilaris2.jpg,https://en.wikipedia.org/wiki/File:Turdus_pilaris2.jpg,https://en.wikipedia.org/wiki/Fieldfare
97,turdus_viscivorus,Mistle Thrush,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Turdus_viscivorus_in_Baikonur-town_001.jpg/220px-Turdus_viscivorus_in_Baikonur-town_001.jpg,https://en.wikipedia.org/wiki/File:Turdus_viscivorus_in_Baikonur-town_001.jpg,https://en.wikipedia.org/wiki/Mistle_thrush
98,vanellus_vanellus,Northern Lapwing,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Northern-Lapwing-Vanellus-vanellus.jpg/220px-Northern-Lapwing-Vanellus-vanellus.jpg,https://en.wikipedia.org/wiki/File:Northern-Lapwing-Vanellus-vanellus.jpg,https://en.wikipedia.org/wiki/Northern_lapwing
99,vireo_olivaceus,Red-eyed Vireo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg/220px-Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg,https://en.wikipedia.org/wiki/File:Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg,https://en.wikipedia.org/wiki/Red-eyed_vireo
